CMDLINE /mnt/Data_Volume/Computer_Programs/Anaconda/envs/few_env/bin/python main.py -p -d
MEM 0.011719 1673871435.0876
MEM 24.667969 1673871435.1878
MEM 36.894531 1673871435.2881
MEM 58.398438 1673871435.3883
MEM 80.519531 1673871435.4886
MEM 85.769531 1673871435.5888
MEM 94.425781 1673871435.6891
MEM 94.464844 1673871435.7893
MEM 104.039062 1673871435.8895
MEM 121.519531 1673871435.9897
MEM 164.546875 1673871436.0900
MEM 206.187500 1673871436.1902
MEM 212.441406 1673871436.2905
MEM 218.210938 1673871436.3907
MEM 221.039062 1673871436.4908
MEM 244.843750 1673871436.5911
MEM 257.601562 1673871436.6914
MEM 276.679688 1673871436.7917
MEM 294.210938 1673871436.8919
MEM 310.195312 1673871436.9922
MEM 316.640625 1673871437.0925
MEM 387.023438 1673871437.1928
MEM 411.000000 1673871437.2931
MEM 418.476562 1673871437.3933
MEM 420.449219 1673871437.4937
MEM 420.449219 1673871437.5940
MEM 420.449219 1673871437.6943
MEM 420.449219 1673871437.7945
MEM 420.449219 1673871437.8948
MEM 420.449219 1673871437.9951
MEM 424.312500 1673871438.0954
MEM 424.312500 1673871438.1957
MEM 433.761719 1673871438.2960
MEM 439.554688 1673871438.3963
MEM 439.554688 1673871438.4965
MEM 439.554688 1673871438.5968
MEM 439.554688 1673871438.6971
MEM 439.554688 1673871438.7974
MEM 439.554688 1673871438.8977
MEM 439.554688 1673871438.9980
MEM 453.988281 1673871439.0983
MEM 454.050781 1673871439.1985
MEM 454.050781 1673871439.2989
MEM 454.050781 1673871439.3991
MEM 454.050781 1673871439.4994
MEM 454.050781 1673871439.5997
MEM 454.050781 1673871439.7000
MEM 454.562500 1673871439.8003
MEM 466.164062 1673871439.9006
MEM 470.007812 1673871440.0009
MEM 470.007812 1673871440.1011
MEM 470.007812 1673871440.2015
MEM 470.007812 1673871440.3018
MEM 470.007812 1673871440.4020
MEM 470.007812 1673871440.5023
MEM 470.007812 1673871440.6026
MEM 474.644531 1673871440.7029
MEM 486.875000 1673871440.8032
MEM 484.433594 1673871440.9035
MEM 484.433594 1673871441.0037
MEM 484.433594 1673871441.1040
MEM 484.433594 1673871441.2043
MEM 484.433594 1673871441.3046
MEM 484.433594 1673871441.4049
MEM 484.433594 1673871441.5052
MEM 485.031250 1673871441.6055
MEM 485.031250 1673871441.7057
MEM 485.031250 1673871441.8060
MEM 485.031250 1673871441.9062
MEM 485.031250 1673871442.0064
MEM 485.031250 1673871442.1067
MEM 485.031250 1673871442.2070
MEM 485.031250 1673871442.3072
MEM 485.031250 1673871442.4075
MEM 485.031250 1673871442.5077
MEM 485.031250 1673871442.6080
MEM 485.031250 1673871442.7082
MEM 485.031250 1673871442.8084
MEM 485.031250 1673871442.9087
MEM 485.031250 1673871443.0090
MEM 485.031250 1673871443.1092
MEM 485.031250 1673871443.2094
MEM 485.031250 1673871443.3096
MEM 487.453125 1673871443.4098
MEM 488.187500 1673871443.5101
MEM 510.542969 1673871443.6104
MEM 642.492188 1673871443.7106
MEM 762.113281 1673871443.8109
MEM 845.902344 1673871443.9112
MEM 845.902344 1673871444.0115
MEM 845.902344 1673871444.1118
MEM 845.902344 1673871444.2121
MEM 845.902344 1673871444.3124
MEM 845.902344 1673871444.4127
MEM 845.902344 1673871444.5130
MEM 845.902344 1673871444.6133
MEM 845.902344 1673871444.7136
MEM 845.902344 1673871444.8139
MEM 845.902344 1673871444.9142
MEM 845.902344 1673871445.0145
MEM 848.761719 1673871445.1147
MEM 848.761719 1673871445.2150
MEM 755.035156 1673871445.3153
MEM 848.878906 1673871445.4156
MEM 848.878906 1673871445.5159
MEM 848.878906 1673871445.6162
MEM 848.878906 1673871445.7165
MEM 848.878906 1673871445.8168
MEM 848.878906 1673871445.9171
MEM 848.878906 1673871446.0173
MEM 848.878906 1673871446.1177
MEM 848.878906 1673871446.2180
