CMDLINE /mnt/Data_Volume/Computer_Programs/Anaconda/envs/few_env/bin/python test.py -p -d
MEM 0.585938 1673871350.4715
MEM 24.710938 1673871350.5718
MEM 37.105469 1673871350.6720
MEM 57.949219 1673871350.7723
MEM 79.863281 1673871350.8725
MEM 85.597656 1673871350.9727
MEM 94.269531 1673871351.0730
MEM 94.308594 1673871351.1732
MEM 105.226562 1673871351.2734
MEM 121.691406 1673871351.3737
MEM 165.589844 1673871351.4738
MEM 207.253906 1673871351.5741
MEM 212.285156 1673871351.6743
MEM 218.296875 1673871351.7746
MEM 220.941406 1673871351.8748
MEM 244.664062 1673871351.9751
MEM 258.519531 1673871352.0754
MEM 277.597656 1673871352.1756
MEM 294.613281 1673871352.2759
MEM 310.339844 1673871352.3761
MEM 316.269531 1673871352.4764
MEM 384.589844 1673871352.5767
MEM 410.628906 1673871352.6769
MEM 416.101562 1673871352.7772
MEM 423.066406 1673871352.8775
MEM 420.312500 1673871352.9777
MEM 420.312500 1673871353.0780
MEM 420.312500 1673871353.1783
MEM 420.312500 1673871353.2786
MEM 420.312500 1673871353.3789
MEM 424.175781 1673871353.4791
MEM 424.175781 1673871353.5794
MEM 435.433594 1673871353.6797
MEM 439.421875 1673871353.7800
MEM 439.421875 1673871353.8802
MEM 439.421875 1673871353.9805
MEM 439.421875 1673871354.0808
MEM 439.421875 1673871354.1811
MEM 439.421875 1673871354.2814
MEM 439.421875 1673871354.3817
MEM 453.855469 1673871354.4819
MEM 453.859375 1673871354.5822
MEM 453.859375 1673871354.6824
MEM 453.859375 1673871354.7827
MEM 453.859375 1673871354.8830
MEM 453.859375 1673871354.9833
MEM 453.859375 1673871355.0836
MEM 454.371094 1673871355.1839
MEM 469.582031 1673871355.2841
MEM 469.816406 1673871355.3844
MEM 469.816406 1673871355.4847
MEM 469.816406 1673871355.5849
MEM 469.816406 1673871355.6852
MEM 469.816406 1673871355.7855
MEM 469.816406 1673871355.8858
MEM 469.816406 1673871355.9860
MEM 480.382812 1673871356.0863
MEM 484.242188 1673871356.1866
MEM 484.242188 1673871356.2869
MEM 484.242188 1673871356.3871
MEM 484.242188 1673871356.4874
MEM 484.242188 1673871356.5877
MEM 484.242188 1673871356.6880
MEM 484.242188 1673871356.7883
MEM 488.878906 1673871356.8885
MEM 484.839844 1673871356.9888
MEM 484.839844 1673871357.0890
MEM 484.839844 1673871357.1893
MEM 484.839844 1673871357.2895
MEM 484.839844 1673871357.3898
MEM 484.839844 1673871357.4899
MEM 484.839844 1673871357.5902
MEM 484.839844 1673871357.6905
MEM 484.839844 1673871357.7907
MEM 484.839844 1673871357.8909
MEM 484.839844 1673871357.9912
MEM 484.839844 1673871358.0914
MEM 484.839844 1673871358.1916
MEM 484.839844 1673871358.2918
MEM 487.222656 1673871358.3921
MEM 487.222656 1673871358.4923
MEM 487.222656 1673871358.5925
MEM 487.222656 1673871358.6938
MEM 487.980469 1673871358.7941
MEM 488.136719 1673871358.8944
MEM 577.160156 1673871358.9946
MEM 701.902344 1673871359.0949
MEM 845.980469 1673871359.1952
MEM 845.980469 1673871359.2955
MEM 845.980469 1673871359.3958
MEM 845.980469 1673871359.4960
MEM 845.980469 1673871359.5963
MEM 845.980469 1673871359.6966
MEM 845.980469 1673871359.7969
MEM 845.980469 1673871359.8972
MEM 845.980469 1673871359.9975
MEM 845.980469 1673871360.0978
MEM 845.980469 1673871360.1981
MEM 845.980469 1673871360.2984
MEM 845.980469 1673871360.3987
MEM 848.757812 1673871360.4989
MEM 704.761719 1673871360.5992
MEM 848.875000 1673871360.6995
MEM 848.875000 1673871360.7998
MEM 848.875000 1673871360.9001
MEM 848.875000 1673871361.0003
MEM 848.875000 1673871361.1006
MEM 848.875000 1673871361.2009
MEM 848.875000 1673871361.3012
MEM 848.875000 1673871361.4015
MEM 848.875000 1673871361.5018
MEM 848.875000 1673871361.6020
MEM 848.875000 1673871361.7023
MEM 848.875000 1673871361.8027
MEM 848.875000 1673871361.9029
MEM 850.671875 1673871362.0032
MEM 852.453125 1673871362.1034
MEM 896.406250 1673871362.2037
MEM 896.406250 1673871362.3038
MEM 896.406250 1673871362.4040
MEM 852.503906 1673871362.5043
MEM 852.703125 1673871362.6045
MEM 868.722656 1673871362.7048
MEM 868.722656 1673871362.8049
MEM 868.722656 1673871362.9052
MEM 877.039062 1673871363.0054
MEM 996.917969 1673871363.1057
MEM 1127.886719 1673871363.2059
MEM 1244.933594 1673871363.3062
MEM 1350.378906 1673871363.4065
MEM 1350.378906 1673871363.5068
MEM 1350.378906 1673871363.6071
MEM 1350.378906 1673871363.7073
MEM 1350.378906 1673871363.8076
MEM 1350.378906 1673871363.9079
MEM 1350.378906 1673871364.0082
MEM 1350.378906 1673871364.1085
MEM 1350.378906 1673871364.2088
MEM 1350.378906 1673871364.3091
MEM 1350.378906 1673871364.4094
MEM 1350.378906 1673871364.5097
MEM 1352.441406 1673871364.6098
MEM 1352.441406 1673871364.7101
MEM 1260.433594 1673871364.8104
MEM 1352.730469 1673871364.9107
MEM 1352.730469 1673871365.0109
MEM 1352.730469 1673871365.1112
MEM 1352.730469 1673871365.2115
MEM 1352.730469 1673871365.3118
MEM 1352.730469 1673871365.4121
MEM 1352.730469 1673871365.5124
MEM 1352.730469 1673871365.6127
MEM 1352.730469 1673871365.7129
MEM 1352.730469 1673871365.8132
MEM 1352.730469 1673871365.9135
MEM 1352.730469 1673871366.0139
MEM 1353.761719 1673871366.1141
MEM 1353.761719 1673871366.2144
MEM 1397.066406 1673871366.3147
MEM 1397.066406 1673871366.4148
MEM 1397.066406 1673871366.5150
MEM 1397.066406 1673871366.6153
MEM 1353.425781 1673871366.7156
MEM 1209.406250 1673871366.8158
MEM 1209.406250 1673871366.9161
MEM 1209.406250 1673871367.0162
MEM 1209.406250 1673871367.1165
MEM 1209.406250 1673871367.2168
MEM 1209.406250 1673871367.3170
MEM 1331.355469 1673871367.4173
MEM 1353.269531 1673871367.5176
MEM 1353.269531 1673871367.6179
MEM 1353.269531 1673871367.7182
MEM 1353.269531 1673871367.8185
MEM 1353.269531 1673871367.9188
MEM 1353.269531 1673871368.0191
MEM 1353.269531 1673871368.1194
MEM 1353.269531 1673871368.2197
MEM 1353.269531 1673871368.3200
MEM 1353.269531 1673871368.4203
MEM 1353.269531 1673871368.5206
MEM 1353.269531 1673871368.6209
MEM 1353.269531 1673871368.7212
MEM 1353.269531 1673871368.8214
MEM 1353.269531 1673871368.9218
MEM 1353.269531 1673871369.0221
MEM 1353.269531 1673871369.1224
MEM 1353.269531 1673871369.2227
MEM 1353.269531 1673871369.3229
MEM 1353.269531 1673871369.4232
MEM 1353.269531 1673871369.5235
MEM 1353.269531 1673871369.6238
MEM 1353.269531 1673871369.7241
MEM 1353.269531 1673871369.8244
MEM 1353.269531 1673871369.9247
MEM 1353.269531 1673871370.0249
MEM 1353.269531 1673871370.1252
MEM 1353.269531 1673871370.2255
MEM 1397.093750 1673871370.3258
MEM 1397.093750 1673871370.4260
MEM 1397.093750 1673871370.5263
MEM 1397.093750 1673871370.6265
MEM 1286.882812 1673871370.7268
MEM 1165.378906 1673871370.8270
MEM 1165.378906 1673871370.9272
MEM 1165.378906 1673871371.0274
MEM 1165.324219 1673871371.1277
MEM 1209.148438 1673871371.2279
MEM 1209.148438 1673871371.3281
MEM 1353.265625 1673871371.4284
